Round,Opponent,Result,Oppo Score,Camden Score,Q1_Score_Diff,Q2_Score_Diff,Q3_Score_Diff,Q4_Score_Diff,Q1_Score_Change,Q2_Score_Change,Q3_Score_Change,Q4_Score_Change,Statistic,Q1_Count,Q2_Count,Q3_Count,Q4_Count,Game_Count
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Forward 50 Stoppage Loss,0,1,1,2,4
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Forward 50 Stoppage Neutral,0,1,1,2,4
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Behind - Field Play,0,2,0,0,2
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Goal - Set Shot,0,1,2,3,6
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Behind - Field Play,3,1,0,2,6
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Behind - Set Shot,2,0,0,1,3
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Goal - Field Play,0,1,2,0,3
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Goal - Set Shot,2,2,3,1,8
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Fast Rebound 50,2,1,2,1,6
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Kick out - Fast,2,0,0,1,3
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Kick out - Slow,3,0,0,2,5
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Fast Defensive Exit,2,2,0,2,6
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Forward 50 Entry (Fast),8,8,3,2,21
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Forward 50 Entry (Slow),4,4,6,4,18
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Kick out - Fast,0,2,0,0,2
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Oppo Slow Defensive Exit,2,4,3,1,10
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Slow Defensive Exit,2,2,0,0,4
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Chase Down Tackle,4,1,1,0,6
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Fast Through The Middle,0,0,3,0,3
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Forward HB,5,10,6,4,25
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Handball Recieve,6,8,2,6,22
Round 8,Parramatta Goannas,LOSS,75,38,-17,-28,-46,-37,-17,-11,-18,9,Inside 45 kick,8,6,3,4,21
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
